_id,kitchenName,itemList[0].itemName,itemList[0].itemType,itemList[0].itemDescription,packageName,orderNo,addOns[0].addOnName,addOns[1].addOnName,addOns[2].addOnName,addOns[3].addOnName,addOns[0].count,addOns[1].count,addOns[2].count,addOns[3].count,beforePackingImageUrl,afterPackingImageUrl,sop_ground_truth,processed_at,processing_version,has_valid_food_sop
695662f3d47d907f9c273f12,Pune Cloud Kitchen,Deluxe - Monthly,Veg,"3 Chapati, 1 Veg Curry, Rice, Dal, Cut Salad",Deluxe - Monthly,70000004151,1 Chapati Extra,None,None,None,1.0,0.0,0.0,0.0,https://api.mealawe.com/images/d2778c7cb5f1446d828dfd835c499101.jpg,https://api.mealawe.com/images/def817a20dd94a3096c1e4d4e396db0e.jpg,"{'packageName': 'Deluxe - Monthly', 'sop_ground_truth': {'Chapati': 4, 'Veg curry': 1, 'Rice': 1, 'Dal': 1, 'Salad': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
696068ce991b2c05bedf0d35,RZ Homely Kitchen,Standard - Monthly,Veg,"3 Chapati, 1 Veg Curry, Cut Salad",Standard - Monthly,70000008835,None,None,None,None,0.0,0.0,0.0,0.0,https://api.mealawe.com/images/d26e038a49c4426dbd3427abae92cc51.jpg,https://api.mealawe.com/images/08abc79bb175426e9ed66e67213414ba.jpg,"{'packageName': 'Standard - Monthly', 'sop_ground_truth': {'Chapati': 3, 'Veg curry': 1, 'Salad': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
6974793e1953414384408e6f,K3C Kitchen,Classic Thali - Monthly,Veg,"3 Chapati, 1 Veg Curry, Dal, Cut Salad",Classic Thali - Monthly,70000013350,None,None,None,None,0.0,0.0,0.0,0.0,https://api.mealawe.com/images/d26ab06dee844b87a6d12db705a6d8d4.jpg,https://api.mealawe.com/images/64c751013bae444495a69efdfc77063e.jpg,"{'packageName': 'Classic Thali - Monthly', 'sop_ground_truth': {'Chapati': 3, 'Veg curry': 1, 'Dal': 1, 'Salad': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
69649bcd8b0b451d41ef7d38,Green wish kitchen,Deluxe - Monthly,Veg,"3 Chapati, 1 Veg Curry, Rice, Dal, Cut Salad",Deluxe - Monthly,70000009924,Extra Sabzi,None,None,None,2.0,0.0,0.0,0.0,https://api.mealawe.com/images/d250529d685a46c3a5f28556c41b8530.jpg,https://api.mealawe.com/images/fa6f9c04404d4b05b153f3ac013b16a0.jpg,"{'packageName': 'Deluxe - Monthly', 'sop_ground_truth': {'Chapati': 3, 'Veg curry': 3, 'Rice': 1, 'Dal': 1, 'Salad': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
694f406561de11483d992616,Mahika's Kitchen,Standard - Monthly,Veg,"3 Chapati, 1 Veg Curry, Cut Salad",Standard - Monthly,70000002753,None,None,None,None,0.0,0.0,0.0,0.0,https://api.mealawe.com/images/d22f04e2aefc4eac891cf98689c95d05.jpg,https://api.mealawe.com/images/519087ef1ac94dd689ee8d77ea37453d.jpg,"{'packageName': 'Standard - Monthly', 'sop_ground_truth': {'Chapati': 3, 'Veg curry': 1, 'Salad': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
696df54f95660405bfb5c5c6,Pune Cloud Kitchen,Standard - Monthly,NonVeg,"3 Chapati, 1 Non-Veg Curry, Cut Salad",Standard - Monthly,70000012244,None,None,None,None,0.0,0.0,0.0,0.0,https://api.mealawe.com/images/d22211bf4baa45db926de37ecd5b2a87.jpg,https://api.mealawe.com/images/262dd8d31bb641368c5eac5624640087.jpg,"{'packageName': 'Standard - Monthly', 'sop_ground_truth': {'Chapati': 3, 'Veg curry': 1, 'Salad': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
695cd9928b0b451d41edf5a6,Sneha kitchen star,Deluxe - Monthly,Veg,"3 Chapati, 1 Veg Curry, Rice, Dal, Cut Salad",Deluxe - Monthly,70000007627,None,None,None,None,0.0,0.0,0.0,0.0,https://api.mealawe.com/images/d1e9b8b310f94148993b18f190850a3e.jpg,https://api.mealawe.com/images/6d5bf1b58f3248c3bbe36cb633f05244.jpg,"{'packageName': 'Deluxe - Monthly', 'sop_ground_truth': {'Chapati': 3, 'Veg curry': 1, 'Rice': 1, 'Dal': 1, 'Salad': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
6944bb8f38d970395e8bdcf4,Home Style Food,Special Thali - Monthly,Veg,"3 Chapati/Roti, 2 Veg Curry/Dry, 1 Dal, 1 Steamed Rice, Cut Salad, Sweet",Special Thali - Monthly,70000000466,None,None,None,None,0.0,0.0,0.0,0.0,https://api.mealawe.com/images/d1de9d11e2e64eee92a55eb1823d3e12.jpg,https://api.mealawe.com/images/418c74a4ff374dba94048368cffd99ce.jpg,"{'packageName': 'Special Thali - Monthly', 'sop_ground_truth': {'Chapati': 3, 'Veg curry': 2, 'Dal': 1, 'Steamed': 1, 'Rice': 1, 'Salad': 1, 'Sweet': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
6967acef95660405bfb393e4,Yashada's Kitchen,Deluxe - Weekly,Veg,"3 Chapati, 1 Veg Curry, Rice, Dal, Cut Salad",Deluxe - Weekly,70000010810,None,None,None,None,0.0,0.0,0.0,0.0,https://api.mealawe.com/images/d1cc84ced2074f12910564aadbcbbe96.jpg,https://api.mealawe.com/images/3b1906d2df6a4781a4b4a421a22ebd4d.jpg,"{'packageName': 'Deluxe - Weekly', 'sop_ground_truth': {'Chapati': 3, 'Veg curry': 1, 'Rice': 1, 'Dal': 1, 'Salad': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
6967e38f95660405bfb3a38f,Mom's Menu,Classic Thali - Biweekly,Veg,"3 Chapati, 1 Veg Curry, Dal, Cut Salad",Classic Thali - Biweekly,70000010829,None,None,None,None,0.0,0.0,0.0,0.0,https://api.mealawe.com/images/d1a5da7206c54af882c1ec8e4fd7687f.jpg,https://api.mealawe.com/images/746b9e703de0468481034d6de556f0e3.jpg,"{'packageName': 'Classic Thali - Biweekly', 'sop_ground_truth': {'Chapati': 3, 'Veg curry': 1, 'Dal': 1, 'Salad': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
6972361464bd621ee33ec437,RZ Homely Kitchen,14 Day Plan - Flexi,Veg,"3 Chapati/Roti, 2 Veg Curry/Dry, 1 Dal, 1 Steamed Rice, Cut Salad, Sweet",14 Day Plan - Flexi,70000013042,None,None,None,None,0.0,0.0,0.0,0.0,https://api.mealawe.com/images/d1952f64ca63414cae947b996138b8d8.jpg,https://api.mealawe.com/images/0d709f0766bc44c388655e98816c58d3.jpg,"{'packageName': '14 Day Plan - Flexi', 'sop_ground_truth': {'Chapati': 3, 'Veg curry': 2, 'Dal': 1, 'Steamed': 1, 'Rice': 1, 'Salad': 1, 'Sweet': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
696dd75a0fa3cb1d3b5e7e6f,Home Style Food,Classic Thali - Monthly,Veg,"3 Chapati, 1 Veg Curry, Dal, Cut Salad",Classic Thali - Monthly,70000012130,None,None,None,None,0.0,0.0,0.0,0.0,https://api.mealawe.com/images/d187dfed2852447d81878599406a6a70.jpg,https://api.mealawe.com/images/daea63d3e6834c11936d1162714f6fd0.jpg,"{'packageName': 'Classic Thali - Monthly', 'sop_ground_truth': {'Chapati': 3, 'Veg curry': 1, 'Dal': 1, 'Salad': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
6976f6e9544b02396b8f6768,Sneha kitchen star,Deluxe - Weekly,Veg,"3 Chapati, 1 Veg Curry, Rice, Dal, Cut Salad",Deluxe - Weekly,70000013714,None,None,None,None,0.0,0.0,0.0,0.0,https://api.mealawe.com/images/d18127e4276847a79381d61b99f6523b.jpg,https://api.mealawe.com/images/515f64a64b4346219d64b0e815c36594.jpg,"{'packageName': 'Deluxe - Weekly', 'sop_ground_truth': {'Chapati': 3, 'Veg curry': 1, 'Rice': 1, 'Dal': 1, 'Salad': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
695b22f7e8748c7fa25867c4,Balaji Foods,Special Thali - Monthly,NonVeg,"3 Chapati/Roti, 1 Non-Veg Curry/Dry, 1 veg curry,  1 Dal, 1 Steamed Rice, Cut Salad, Sweet",Special Thali - Monthly,70000006766,None,None,None,None,0.0,0.0,0.0,0.0,https://api.mealawe.com/images/d1701d97f585459a9b9939967a4eea2c.jpg,https://api.mealawe.com/images/8ff7227dfe5949d9a56e07928be73cd9.jpg,"{'packageName': 'Special Thali - Monthly', 'sop_ground_truth': {'Chapati': 3, 'Veg curry': 2, 'Dal': 1, 'Steamed': 1, 'Rice': 1, 'Salad': 1, 'Sweet': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
6968b48795660405bfb3dee7,RZ Homely Kitchen,Special Thali - Monthly,Veg,"3 Chapati/Roti, 2 Veg Curry/Dry, 1 Dal, 1 Steamed Rice, Cut Salad, Sweet",Special Thali - Monthly,70000010932,None,None,None,None,0.0,0.0,0.0,0.0,https://api.mealawe.com/images/d15c53bc65b041ceb19240dac88bba2d.jpg,https://api.mealawe.com/images/4b014742b7284d06b01142dad1248474.jpg,"{'packageName': 'Special Thali - Monthly', 'sop_ground_truth': {'Chapati': 3, 'Veg curry': 2, 'Dal': 1, 'Steamed': 1, 'Rice': 1, 'Salad': 1, 'Sweet': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
696794ec0fa3cb1d3b5d58fa,Febi cuisine,Classic Thali - Monthly,Veg,"3 Chapati, 1 Veg Curry, Dal, Cut Salad",Classic Thali - Monthly,70000010752,1 Chapati Extra,None,None,None,1.0,0.0,0.0,0.0,https://api.mealawe.com/images/d1061530e1174a0f9b23b1d6c7361db3.jpg,https://api.mealawe.com/images/63806b467ab54d588b704a163963e9af.jpg,"{'packageName': 'Classic Thali - Monthly', 'sop_ground_truth': {'Chapati': 4, 'Veg curry': 1, 'Dal': 1, 'Salad': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
6969b7ed0fa3cb1d3b5dc184,Samarth Foods,Deluxe - Biweekly,Veg,"3 Chapati, 1 Veg Curry, Rice, Dal, Cut Salad",Deluxe - Biweekly,70000011207,None,None,None,None,0.0,0.0,0.0,0.0,https://api.mealawe.com/images/d105356487a34fb88e1d3c592126332b.jpg,https://api.mealawe.com/images/476850566b27444a85cef97103b19a7e.jpg,"{'packageName': 'Deluxe - Biweekly', 'sop_ground_truth': {'Chapati': 3, 'Veg curry': 1, 'Rice': 1, 'Dal': 1, 'Salad': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
69629be48b0b451d41ef281c,Febi cuisine,Deluxe - Monthly,Veg,"3 Chapati, 1 Veg Curry, Rice, Dal, Cut Salad",Deluxe - Monthly,70000009196,None,None,None,None,0.0,0.0,0.0,0.0,https://api.mealawe.com/images/d1047d67450b4e45a18588c46a440020.jpg,https://api.mealawe.com/images/ec98bce226284538afdd669fa93fc066.jpg,"{'packageName': 'Deluxe - Monthly', 'sop_ground_truth': {'Chapati': 3, 'Veg curry': 1, 'Rice': 1, 'Dal': 1, 'Salad': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
696dd75a0fa3cb1d3b5e7e7f,Home Style Food,Classic Thali - Monthly,Veg,"3 Chapati, 1 Veg Curry, Dal, Cut Salad",Classic Thali - Monthly,70000012132,None,None,None,None,0.0,0.0,0.0,0.0,https://api.mealawe.com/images/d0f6731479fa44498ee6eb387b9710aa.jpg,https://api.mealawe.com/images/d182db3883914ca397b5c0b63024ebd6.jpg,"{'packageName': 'Classic Thali - Monthly', 'sop_ground_truth': {'Chapati': 3, 'Veg curry': 1, 'Dal': 1, 'Salad': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
6965103795660405bfb28fee,Joe's Kitchen,Deluxe - Monthly,Veg,"3 Chapati, 1 Veg Curry, Rice, Dal, Cut Salad",Deluxe - Monthly,70000010136,1 Chapati Extra,None,None,None,1.0,0.0,0.0,0.0,https://api.mealawe.com/images/d0bafebfaad64253a953800d305d66fc.jpg,https://api.mealawe.com/images/8e3598a2d41d46acb38eca3aec7a39a7.jpg,"{'packageName': 'Deluxe - Monthly', 'sop_ground_truth': {'Chapati': 4, 'Veg curry': 1, 'Rice': 1, 'Dal': 1, 'Salad': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
695c713895660405bfb02bd4,Balaji Foods,Classic Thali - Weekly,Veg,"3 Chapati, 1 Veg Curry, Dal, Cut Salad",Classic Thali - Weekly,70000007325,None,None,None,None,0.0,0.0,0.0,0.0,https://api.mealawe.com/images/d078737119c949d08d9892c3bba67a25.jpg,https://api.mealawe.com/images/4f4c765c45ad408493945fefe4faea6d.jpg,"{'packageName': 'Classic Thali - Weekly', 'sop_ground_truth': {'Chapati': 3, 'Veg curry': 1, 'Dal': 1, 'Salad': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
695662c13880207b6a486490,Home flavour kitchen,Jain Standard - Monthly,Veg,"3 Chapati/Roti, 1 Jain Curry/Dry, Cut Salad",Jain Standard - Monthly,70000004142,None,None,None,None,0.0,0.0,0.0,0.0,https://api.mealawe.com/images/d0516aa8bcd6422eb3970964487f318a.jpg,https://api.mealawe.com/images/97cd000a100e4c0dabebdd623f03353d.jpg,"{'packageName': 'Jain Standard - Monthly', 'sop_ground_truth': {'Chapati': 3, 'Jain': 1, 'Veg curry': 1, 'Salad': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
6977851d544b02396b8ff7cb,Mahika's Kitchen,Deluxe - Monthly,Veg,"3 Chapati, 1 Veg Curry, Rice, Dal, Cut Salad",Deluxe - Monthly,70000014027,None,None,None,None,0.0,0.0,0.0,0.0,https://api.mealawe.com/images/d04b9c9c10294fc1b1e63d7e552e6f0d.jpg,https://api.mealawe.com/images/a76fcff0ed9840b6a8dcfc83d6a10db8.jpg,"{'packageName': 'Deluxe - Monthly', 'sop_ground_truth': {'Chapati': 3, 'Veg curry': 1, 'Rice': 1, 'Dal': 1, 'Salad': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
6965abae43e1b3559fac4662,Home Style Food,3 Day Plan - Flexi,Veg,"3 Chapati/Roti, 2 Veg Curry/Dry, 1 Dal, 1 Steamed Rice, Cut Salad, Sweet",3 Day Plan - Flexi,70000010163,1 Chapati Extra,2 Chapati Extra,None,None,1.0,1.0,0.0,0.0,https://api.mealawe.com/images/d0464e1020e047a0ac1ca22d0ae3815a.jpg,https://api.mealawe.com/images/7f43e8206430493b8ea6b60bb7e80b9a.jpg,"{'packageName': '3 Day Plan - Flexi', 'sop_ground_truth': {'Chapati': 6, 'Veg curry': 2, 'Dal': 1, 'Steamed': 1, 'Rice': 1, 'Salad': 1, 'Sweet': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
6930f238090fd914b4c7d7a4,Sneha kitchen star,Deluxe - Biweekly,Veg,"3 Chapati, 1 Veg Curry, Rice, Dal, Cut Salad",Deluxe - Biweekly,20035296,None,None,None,None,0.0,0.0,0.0,0.0,https://api.mealawe.com/images/d041762a7bb84686ae20bc9fd8d51bd9.jpg,https://api.mealawe.com/images/1bf95a378498460ba1201b609067b052.jpg,"{'packageName': 'Deluxe - Biweekly', 'sop_ground_truth': {'Chapati': 3, 'Veg curry': 1, 'Rice': 1, 'Dal': 1, 'Salad': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
695e77f68b0b451d41ee6456,Home flavour kitchen,Deluxe - Monthly,Veg,"3 Chapati, 1 Veg Curry, Rice, Dal, Cut Salad",Deluxe - Monthly,70000008312,None,None,None,None,0.0,0.0,0.0,0.0,https://api.mealawe.com/images/d03eae31d77f41e186619f2ed6df919b.jpg,https://api.mealawe.com/images/1a730bcc6d484c99a6731e9fb2ff394f.jpg,"{'packageName': 'Deluxe - Monthly', 'sop_ground_truth': {'Chapati': 3, 'Veg curry': 1, 'Rice': 1, 'Dal': 1, 'Salad': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
695fa02d991b2c05bedee78c,Shero Home Food one,Special Thali - Monthly,Veg,"3 Chapati/Roti, 2 Veg Curry/Dry, 1 Dal, 1 Steamed Rice, Cut Salad, Sweet",Special Thali - Monthly,70000008649,None,None,None,None,0.0,0.0,0.0,0.0,https://api.mealawe.com/images/d032ddba012747e590ddeee4817e71c4.jpg,https://api.mealawe.com/images/,"{'packageName': 'Special Thali - Monthly', 'sop_ground_truth': {'Chapati': 3, 'Veg curry': 2, 'Dal': 1, 'Steamed': 1, 'Rice': 1, 'Salad': 1, 'Sweet': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
695cf93c0fa3cb1d3b5b6141,Green wish kitchen,Classic Thali - Monthly,Veg,"3 Chapati, 1 Veg Curry, Dal, Cut Salad",Classic Thali - Monthly,70000007707,1 Chapati Extra,None,None,None,1.0,0.0,0.0,0.0,https://api.mealawe.com/images/d02eb459e2574aeb8e9067a3b485b874.jpg,https://api.mealawe.com/images/c3c93b92bf0d407fb25e277effb58304.jpg,"{'packageName': 'Classic Thali - Monthly', 'sop_ground_truth': {'Chapati': 4, 'Veg curry': 1, 'Dal': 1, 'Salad': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
695e143a5ce6a6559961584f,Febi cuisine,Standard - Monthly,Veg,"3 Chapati, 1 Veg Curry, Cut Salad",Standard - Monthly,70000008054,None,None,None,None,0.0,0.0,0.0,0.0,https://api.mealawe.com/images/d029e3c912b240bd9ff7576266d1e5ec.jpg,https://api.mealawe.com/images/39e907f48fb04e9a9da140598cdff951.jpg,"{'packageName': 'Standard - Monthly', 'sop_ground_truth': {'Chapati': 3, 'Veg curry': 1, 'Salad': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
6929a5c2149a3241ba654369,K3C Kitchen,Deluxe - 3 Months Plan,Veg,"3 Chapati, 1 Veg Curry, Rice, Dal, Cut Salad",Deluxe - 3 Months Plan,20030700,None,None,None,None,0.0,0.0,0.0,0.0,https://api.mealawe.com/images/d027bf551ef748a292c87ab7a684d142.jpg,https://api.mealawe.com/images/c50c5a664fac4c74b6ec4339ec8b06d9.jpg,"{'packageName': 'Deluxe - 3 Months Plan', 'sop_ground_truth': {'Chapati': 3, 'Veg curry': 1, 'Rice': 1, 'Dal': 1, 'Salad': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
6958b888e8748c7fa257bf41,Pune Cloud Kitchen,Deluxe - Monthly,Veg,"3 Chapati, 1 Veg Curry, Rice, Dal, Cut Salad",Deluxe - Monthly,70000005391,1 Chapati Extra,None,None,None,1.0,0.0,0.0,0.0,https://api.mealawe.com/images/d014e77df4ab41ad935da3927b3568ce.jpg,https://api.mealawe.com/images/31634f011eb44611bc0d278c8aeddfa1.jpg,"{'packageName': 'Deluxe - Monthly', 'sop_ground_truth': {'Chapati': 4, 'Veg curry': 1, 'Rice': 1, 'Dal': 1, 'Salad': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
6967253b43e1b3559fac992e,Home Style Food,Standard - Monthly,Veg,"3 Chapati, 1 Veg Curry, Cut Salad",Standard - Monthly,70000010629,None,None,None,None,0.0,0.0,0.0,0.0,https://api.mealawe.com/images/d00b71ce54be43c3a085f7846354ad31.jpg,https://api.mealawe.com/images/449bf1544f9c4d2b8e30646070660a65.jpg,"{'packageName': 'Standard - Monthly', 'sop_ground_truth': {'Chapati': 3, 'Veg curry': 1, 'Salad': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
69674cf45ce6a65599632255,Home flavour kitchen,Classic Thali - Trial (3 Days),Veg,"3 Chapati, 1 Veg Curry, Dal, Cut Salad",Classic Thali - Trial (3 Days),70000010688,None,None,None,None,0.0,0.0,0.0,0.0,https://api.mealawe.com/images/cfef7afd755a484faed8d64eaf2dcc29.jpg,https://api.mealawe.com/images/c06087faebde441993e8814c09b0bc88.jpg,"{'packageName': 'Classic Thali - Trial (3 Days)', 'sop_ground_truth': {'Chapati': 3, 'Veg curry': 1, 'Dal': 1, 'Salad': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
69591607e8748c7fa257ed0d,Green wish kitchen,Special Thali - Monthly,Veg,"3 Chapati/Roti, 2 Veg Curry/Dry, 1 Dal, 1 Steamed Rice, Cut Salad, Sweet",Special Thali - Monthly,70000005838,None,None,None,None,0.0,0.0,0.0,0.0,https://api.mealawe.com/images/cfd35cc15e35479186189cd816b5d1dc.jpg,https://api.mealawe.com/images/3784180508b64c2c97a6aa393d6c61d6.jpg,"{'packageName': 'Special Thali - Monthly', 'sop_ground_truth': {'Chapati': 3, 'Veg curry': 2, 'Dal': 1, 'Steamed': 1, 'Rice': 1, 'Salad': 1, 'Sweet': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
695c8e3d5ce6a6559960f914,RZ Homely Kitchen,Standard - Monthly,Veg,"3 Chapati, 1 Veg Curry, Cut Salad",Standard - Monthly,70000007358,None,None,None,None,0.0,0.0,0.0,0.0,https://api.mealawe.com/images/cfc7a6a952bb4d21a2428d47e61971cb.jpg,https://api.mealawe.com/images/5cd274eed90b4c15a21a41f07babddce.jpg,"{'packageName': 'Standard - Monthly', 'sop_ground_truth': {'Chapati': 3, 'Veg curry': 1, 'Salad': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
6967253b43e1b3559fac9906,Home Style Food,Standard - Monthly,Veg,"3 Chapati, 1 Veg Curry, Cut Salad",Standard - Monthly,70000010624,None,None,None,None,0.0,0.0,0.0,0.0,https://api.mealawe.com/images/cfb7f3434f184d76b0fae052daff5d3c.jpg,https://api.mealawe.com/images/260cdac6010b4e01bceee63e4eb8203a.jpg,"{'packageName': 'Standard - Monthly', 'sop_ground_truth': {'Chapati': 3, 'Veg curry': 1, 'Salad': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
6963b00743e1b3559fabe94f,Home Style Food,Standard - Monthly,Veg,"3 Chapati, 1 Veg Curry, Cut Salad",Standard - Monthly,70000009489,None,None,None,None,0.0,0.0,0.0,0.0,https://api.mealawe.com/images/cfaf9c2e111445c59e1b2fd1d03173cf.jpg,https://api.mealawe.com/images/6c90fd329fdd4af195cce130503f40d3.jpg,"{'packageName': 'Standard - Monthly', 'sop_ground_truth': {'Chapati': 3, 'Veg curry': 1, 'Salad': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
694fae30a0dfda48379ec65a,Balaji Foods,Deluxe - Monthly,Veg,"3 Chapati, 1 Veg Curry, Rice, Dal, Cut Salad",Deluxe - Monthly,70000002839,None,None,None,None,0.0,0.0,0.0,0.0,https://api.mealawe.com/images/cfa0fd4dced041998b8bb7dc586de225.jpg,https://api.mealawe.com/images/817c48481fa1487f87137124be0c5973.jpg,"{'packageName': 'Deluxe - Monthly', 'sop_ground_truth': {'Chapati': 3, 'Veg curry': 1, 'Rice': 1, 'Dal': 1, 'Salad': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
6964f8725ce6a6559962b790,Home Style Food,14 Day Plan - Flexi,Veg,"3 Chapati/Roti, 2 Veg Curry/Dry, 1 Dal, 1 Steamed Rice, Cut Salad, Sweet",14 Day Plan - Flexi,70000010112,None,None,None,None,0.0,0.0,0.0,0.0,https://api.mealawe.com/images/cfa00a0e3fa6431e8810eec1168c502d.jpg,https://api.mealawe.com/images/91c3882f15c1433aa29695e6b882bd7c.jpg,"{'packageName': '14 Day Plan - Flexi', 'sop_ground_truth': {'Chapati': 3, 'Veg curry': 2, 'Dal': 1, 'Steamed': 1, 'Rice': 1, 'Salad': 1, 'Sweet': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
695b6da4e8748c7fa2587ffd,K3C Kitchen,Standard - Monthly,Veg,"3 Chapati, 1 Veg Curry, Cut Salad",Standard - Monthly,70000006966,1 Chapati Extra,None,None,None,1.0,0.0,0.0,0.0,https://api.mealawe.com/images/cf940ed49e724c318c14a2817158581f.jpg,https://api.mealawe.com/images/89ece586cf474a999d0b8b85a41f2db0.jpg,"{'packageName': 'Standard - Monthly', 'sop_ground_truth': {'Chapati': 4, 'Veg curry': 1, 'Salad': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
695f96bb0fa3cb1d3b5bf2d1,Home Style Food,Classic Thali - Weekly,Veg,"3 Chapati, 1 Veg Curry, Dal, Cut Salad",Classic Thali - Weekly,70000008634,None,None,None,None,0.0,0.0,0.0,0.0,https://api.mealawe.com/images/cf7e7a940c554b08b2e74c60b7977656.jpg,https://api.mealawe.com/images/821af982fa4446769abab3f9153df990.jpg,"{'packageName': 'Classic Thali - Weekly', 'sop_ground_truth': {'Chapati': 3, 'Veg curry': 1, 'Dal': 1, 'Salad': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
69731c0ce164b71e6fb57eee,Pune Cloud Kitchen,Standard Thali - Trial (3 Days),Veg,"3 Chapati, 1 Veg Curry, Cut Salad",Standard Thali - Trial (3 Days),70000013174,None,None,None,None,0.0,0.0,0.0,0.0,https://api.mealawe.com/images/cf7231cc803b413b881b5993ad6a78f9.jpg,https://api.mealawe.com/images/2f9600688c794fa59aac5a4b3f4ddc78.jpg,"{'packageName': 'Standard Thali - Trial (3 Days)', 'sop_ground_truth': {'Chapati': 3, 'Veg curry': 1, 'Salad': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
696d08405ce6a65599642905,Febi cuisine,Special Thali - Trial (3 Days),Veg,"3 Chapati/Roti, 2 Veg Curry/Dry, 1 Dal, 1 Steamed Rice, Cut Salad, Sweet",Special Thali - Trial (3 Days),70000011939,None,None,None,None,0.0,0.0,0.0,0.0,https://api.mealawe.com/images/cf5b4744368e4d8fb54448b7a093afbe.jpg,https://api.mealawe.com/images/666eca4f200f4c4e83e9b3595a90cd49.jpg,"{'packageName': 'Special Thali - Trial (3 Days)', 'sop_ground_truth': {'Chapati': 3, 'Veg curry': 2, 'Dal': 1, 'Steamed': 1, 'Rice': 1, 'Salad': 1, 'Sweet': 1}}",2026-02-04T14:22:56.119896,CORRECTED_v3.0_proper_format_and_filtering,True
